"Group","ID","Item","Guidance","Done","Notes"
"CONTAINER SECURITY > UNDERSTANDING HOST AND VM SECURITY","2.2.1","Securing containers on Red Hat Enterprise Linux CoreOS (RHCOS)","Containers simplify the act of deploying many applications to run on the same host, using the same kernel and container runtime to spin up each container. The applications can be owned by many users and, because they are kept separate, can run different, and even incompatible, versions of those applications at the same time without issue. ¶ In Linux, containers are just a special type of process, so securing containers is similar in many ways to securing any other running process. An environment for running containers starts with an operating system that can secure the host kernel from containers and other processes running on the host, as well as secure containers from each other. ¶ Because OpenShift Container Platform 4.19 runs on RHCOS hosts, with the option of using Red Hat Enterprise Linux (RHEL) as worker nodes, the following concepts apply by default to any deployed OpenShift Container Platform cluster. These RHEL security features are at the core of what makes running containers in OpenShift Container Platform more secure: ¶ Linux namespaces enable creating an abstraction of a particular global system resource to make it appear as a separate instance to processes within a namespace. Consequently, several containers can use the same computing resource simultaneously without creating a conflict. Container namespaces that are separate from the host by default include mount table, process table, network interface, user, control group, UTS, and IPC namespaces. Those containers that need direct access to host namespaces need to have elevated permissions to request that access. See Building, running, and managing containers from the RHEL 9 container documentation for details on the types of namespaces. ¶ SELinux provides an additional layer of security to keep containers isolated from each other and from the host. SELinux allows administrators to enforce mandatory access controls (MAC) for every user, application, process, and file. ¶ Disabling SELinux on RHCOS is not supported. ¶ CGroups (control groups) limit, account for, and isolate the resource usage (CPU, memory, disk I/O, network, etc.) of a collection of processes. CGroups are used to ensure that containers on the same host are not impacted by each other. ¶ Secure computing mode (seccomp) profiles can be associated with a container to restrict available system calls. See page 94 of the Red Hat OpenShift security guide for details about seccomp. ¶ Deploying containers using RHCOS reduces the attack surface by minimizing the host environment and tuning it for containers. The CRI-O container engine further reduces that attack surface by implementing only those features required by Kubernetes and OpenShift Container Platform to run and manage containers, as opposed to other container engines that implement desktop-oriented standalone features. ¶ RHCOS is a version of Red Hat Enterprise Linux (RHEL) that is specially configured to work as control plane (master) and worker nodes on OpenShift Container Platform clusters. So RHCOS is tuned to efficiently run container workloads, along with Kubernetes and OpenShift Container Platform services. ¶ To further protect RHCOS systems in OpenShift Container Platform clusters, most containers, except those managing or monitoring the host system itself, should run as a non-root user. Dropping the privilege level or creating containers with the least amount of privileges possible is recommended best practice for protecting your own OpenShift Container Platform clusters. ¶ How nodes enforce resource constraints ¶ Managing security context constraints ¶ Supported platforms for OpenShift clusters ¶ Choosing how to configure RHCOS ¶ Ignition ¶ Kernel arguments ¶ Kernel modules ¶ Disk encryption ¶ Chrony time service ¶ About the OpenShift Update Service ¶ FIPS cryptography","",""
"CONTAINER SECURITY > UNDERSTANDING HOST AND VM SECURITY","2.2.2","Comparing virtualization and containers","Traditional virtualization provides another way to keep application environments separate on the same physical host. However, virtual machines work in a different way than containers. Virtualization relies on a hypervisor spinning up guest virtual machines (VMs), each of which has its own operating system (OS), represented by a running kernel, as well as the running application and its dependencies. ¶ With VMs, the hypervisor isolates the guests from each other and from the host kernel. Fewer individuals and processes have access to the hypervisor, reducing the attack surface on the physical server. That said, security must still be monitored: one guest VM might be able to use hypervisor bugs to gain access to another VM or the host kernel. And, when the OS needs to be patched, it must be patched on all guest VMs using that OS. ¶ Containers can be run inside guest VMs, and there might be use cases where this is desirable. For ¶ Containers can be run inside guest VMs, and there might be use cases where this is desirable. For example, you might be deploying a traditional application in a container, perhaps to lift-and-shift an application to the cloud. ¶ Container separation on a single host, however, provides a more lightweight, flexible, and easier-to- scale deployment solution. This deployment model is particularly appropriate for cloud-native applications. Containers are generally much smaller than VMs and consume less memory and CPU. ¶ See Linux Containers Compared to KVM Virtualization in the RHEL 7 container documentation to learn about the differences between container and VMs.","",""
"CONTAINER SECURITY > UNDERSTANDING HOST AND VM SECURITY","2.2.3","Securing OpenShift Container Platform","When you deploy OpenShift Container Platform, you have the choice of an installer-provisioned infrastructure (there are several available platforms) or your own user-provisioned infrastructure. Some low-level security-related configuration, such as enabling FIPS mode or adding kernel modules required at first boot, might benefit from a user-provisioned infrastructure. Likewise, user-provisioned infrastructure is appropriate for disconnected OpenShift Container Platform deployments. ¶ Keep in mind that, when it comes to making security enhancements and other configuration changes to OpenShift Container Platform, the goals should include: ¶ Keeping the underlying nodes as generic as possible. You want to be able to easily throw away and spin up similar nodes quickly and in prescriptive ways. ¶ Managing modifications to nodes through OpenShift Container Platform as much as possible, rather than making direct, one-off changes to the nodes. ¶ In pursuit of those goals, most node changes should be done during installation through Ignition or later using MachineConfigs that are applied to sets of nodes by the Machine Config Operator. Examples of security-related configuration changes you can do in this way include: ¶ Adding kernel arguments ¶ Adding kernel modules ¶ Enabling support for FIPS cryptography ¶ Configuring disk encryption ¶ Configuring the chrony time service ¶ Besides the Machine Config Operator, there are several other Operators available to configure OpenShift Container Platform infrastructure that are managed by the Cluster Version Operator (CVO). The CVO is able to automate many aspects of OpenShift Container Platform cluster updates. ¶ FIPS cryptography","",""
"CONTAINER SECURITY > HARDENING RHCOS","2.3.1","Choosing what to harden in RHCOS","For information on how to approach security for any RHEL system, see the RHEL 9 Security Hardening guide. ¶ Use this guide to learn how to approach cryptography, evaluate vulnerabilities, and assess threats to various services. Likewise, you can learn how to scan for compliance standards, check file integrity, perform auditing, and encrypt storage devices. ¶ With the knowledge of what features you want to harden, you can then decide how to harden them in RHCOS.","",""
"CONTAINER SECURITY > HARDENING RHCOS","2.3.2","Choosing how to harden RHCOS","Direct modification of RHCOS systems in OpenShift Container Platform is discouraged. Instead, you should think of modifying systems in pools of nodes, such as worker nodes and control plane nodes. When a new node is needed, in non-bare metal installs, you can request a new node of the type you want and it will be created from an RHCOS image plus the modifications you created earlier. ¶ There are opportunities for modifying RHCOS before installation, during installation, and after the cluster is up and running. ¶ 2.3.2.1. Hardening before installation For bare metal installations, you can add hardening features to RHCOS before beginning the OpenShift Container Platform installation. For example, you can add kernel options when you boot the RHCOS installer to turn security features on or off, such as various SELinux booleans or low-level settings, such as symmetric multithreading. ¶ Disabling SELinux on RHCOS nodes is not supported. ¶ Although bare metal RHCOS installations are more difficult, they offer the opportunity of getting operating system changes in place before starting the OpenShift Container Platform installation. This can be important when you need to ensure that certain features, such as disk encryption or special networking settings, be set up at the earliest possible moment. ¶ 2.3.2.2. Hardening during installation You can interrupt the OpenShift Container Platform installation process and change Ignition configs. Through Ignition configs, you can add your own files and systemd services to the RHCOS nodes. You can also make some basic security-related changes to the install-config.yaml file used for installation. Contents added in this way are available at each node's first boot. ¶ 2.3.2.3. Hardening after the cluster is running After the OpenShift Container Platform cluster is up and running, there are several ways to apply hardening features to RHCOS: ¶ Daemon set: If you need a service to run on every node, you can add that service with a Kubernetes DaemonSet object. ¶ Machine config: MachineConfig objects contain a subset of Ignition configs in the same format. By applying machine configs to all worker or control plane nodes, you can ensure that the next node of the same type that is added to the cluster has the same changes applied. All of the features noted here are described in the OpenShift Container Platform product documentation. ¶ OpenShift Security Guide Choosing how to configure RHCOS Modifying Nodes Manually creating the installation configuration file Creating the Kubernetes manifest and Ignition config files Installing RHCOS by using an ISO image Customizing nodes Adding kernel arguments to nodes Optional configuration parameters Support for FIPS cryptography RHEL core crypto components","",""
"CONTAINER SECURITY > CONTAINER IMAGE SIGNATURES","2.4.1","Enabling signature verification for Red Hat Container Registries","Enabling container signature validation for Red Hat Container Registries requires writing a signature verification policy file specifying the keys to verify images from these registries. For RHEL8 nodes, the registries are already defined in /etc/containers/registries.d by default. ¶ 1. Create a Butane config file, 51-worker-rh-registry-trust.bu, containing the necessary configuration for the worker nodes. ¶ The Butane version you specify in the config file should match the OpenShift Container Platform version and always ends in 0. For example, 4.19.0. See ""Creating machine configs with Butane"" for information about Butane. ¶ variant: openshift version: 4.19.0 ¶ name: 51-worker-rh-registry-trust ¶ machineconfiguration.openshift.io/role: worker storage: ¶ files: path: /etc/containers/policy.json ¶ mode: 0644 overwrite: true contents: ¶ inline: | ""default"": [ ""type"": ""insecureAcceptAnything"" ""transports"": { ""docker"": { ""registry.access.redhat.com"": [ ""type"": ""signedBy"", ""keyType"": ""GPGKeys"", ""keyPath"": ""/etc/pki/rpm-gpg/RPM-GPG-KEY-redhat-release"" ""registry.redhat.io"": [ ¶ ""type"": ""signedBy"", ""keyType"": ""GPGKeys"", ""keyPath"": ""/etc/pki/rpm-gpg/RPM-GPG-KEY-redhat-release"" ""docker-daemon"": { """": [ ""type"": ""insecureAcceptAnything"" ¶ 2. Use Butane to generate a machine config YAML file, 51-worker-rh-registry-trust.yaml, containing the file to be written to disk on the worker nodes: ¶ $ butane 51-worker-rh-registry-trust.bu -o 51-worker-rh-registry-trust.yaml ¶ 3. Apply the created machine config: $ oc apply -f 51-worker-rh-registry-trust.yaml ¶ 4. Check that the worker machine config pool has rolled out with the new machine config: a. Check that the new machine config was created: $ oc get mc ¶ Sample output ¶ NAME GENERATEDBYCONTROLLER ¶ IGNITIONVERSION AGE ¶ 00-master a2178ad522c49ee330b0033bb5cb5ea132060b0a ¶ 3.5.0 25m ¶ 00-worker a2178ad522c49ee330b0033bb5cb5ea132060b0a ¶ 3.5.0 25m ¶ 01-master-container-runtime ¶ a2178ad522c49ee330b0033bb5cb5ea132060b0a 3.5.0 25m ¶ 01-master-kubelet a2178ad522c49ee330b0033bb5cb5ea132060b0a ¶ 3.5.0 25m ¶ 01-worker-container-runtime ¶ a2178ad522c49ee330b0033bb5cb5ea132060b0a 3.5.0 25m ¶ 01-worker-kubelet a2178ad522c49ee330b0033bb5cb5ea132060b0a ¶ 3.5.0 25m ¶ 51-master-rh-registry-trust 3.5.0 13s ¶ 51-worker-rh-registry-trust 3.5.0 53s 1 ¶ 99-master-generated-crio-seccomp-use-default 3.5.0 ¶ 25m ¶ 99-master-generated-registries ¶ a2178ad522c49ee330b0033bb5cb5ea132060b0a 3.5.0 25m ¶ 99-master-ssh 3.2.0 28m ¶ OpenShift Container Platform 4.19 Security and compliance 25m 3.5.0 3.2.0 28m 99-worker-generated-crio-seccomp-use-default 8s 25m 24m 99-worker-generated-registries 24m a2178ad522c49ee330b0033bb5cb5ea132060b0a 3.5.0 99-worker-ssh 48s 2 rendered-master-af1e7ff78da0a9c851bab4be2777773b a2178ad522c49ee330b0033bb5cb5ea132060b0a 3.5.0 rendered-master-cd51fd0c47e91812bfef2765c52ec7e6 a2178ad522c49ee330b0033bb5cb5ea132060b0a 3.5.0 rendered-worker-2b52f75684fbc711bd1652dd86fd0b82 a2178ad522c49ee330b0033bb5cb5ea132060b0a 3.5.0 rendered-worker-be3b3bce4f4aa52a62902304bac9da3c a2178ad522c49ee330b0033bb5cb5ea132060b0a 3.5.0 ¶ 1 New machine config ¶ 2 New rendered machine config ¶ b. Check that the worker machine config pool is updating with the new machine config: $ oc get mcp ¶ Sample output ¶ NAME CONFIG UPDATED UPDATING DEGRADED ¶ MACHINECOUNT READYMACHINECOUNT UPDATEDMACHINECOUNT ¶ DEGRADEDMACHINECOUNT AGE ¶ master rendered-master-af1e7ff78da0a9c851bab4be2777773b True False ¶ False 3 3 3 0 30m ¶ worker rendered-worker-be3b3bce4f4aa52a62902304bac9da3c False True ¶ False 3 0 0 0 30m 1 ¶ 1 When the UPDATING field is True, the machine config pool is updating with the new machine config. When the field becomes False, the worker machine config pool has ¶ rolled out to the new machine config. ¶ 5. If your cluster uses any RHEL7 worker nodes, when the worker machine config pool is updated, create YAML files on those nodes in the /etc/containers/registries.d directory, which specify the location of the detached signatures for a given registry server. The following example works only for images hosted in registry.access.redhat.com and registry.redhat.io. a. Start a debug session to each RHEL7 worker node: ¶ $ oc debug node/<node_name> ¶ b. Change your root directory to /host: ¶ sh-4.2# chroot /host ¶ c. Create a /etc/containers/registries.d/registry.redhat.io.yaml file that contains the following: ¶ docker: registry.redhat.io: sigstore: https://registry.redhat.io/containers/sigstore ¶ d. Create a /etc/containers/registries.d/registry.access.redhat.com.yaml file that contains the following: ¶ docker: registry.access.redhat.com: sigstore: https://access.redhat.com/webassets/docker/content/sigstore ¶ e. Exit the debug session.","",""
"CONTAINER SECURITY > CONTAINER IMAGE SIGNATURES","2.4.2","Verifying the signature verification configuration","After you apply the machine configs to the cluster, the Machine Config Controller detects the new MachineConfig object and generates a new rendered-worker-<hash> version. ¶ You enabled signature verification by using a machine config file. ¶ 1. On the command line, run the following command to display information about a desired worker: $ oc describe machineconfigpool/worker ¶ Example output of initial worker monitoring ¶ Name: worker ¶ Namespace: ¶ Labels: machineconfiguration.openshift.io/mco-built-in= ¶ Annotations: <none> ¶ API Version: machineconfiguration.openshift.io/v1 ¶ Kind: MachineConfigPool ¶ Metadata: ¶ Creation Timestamp: 2019-12-19T02:02:12Z ¶ Generation: 3 ¶ Resource Version: 16229 ¶ Self Link: /apis/machineconfiguration.openshift.io/v1/machineconfigpools/worker ¶ UID: 92697796-2203-11ea-b48c-fa163e3940e5 ¶ Configuration: ¶ Name: rendered-worker-f6819366eb455a401c42f8d96ab25c02 ¶ Source: ¶ API Version: machineconfiguration.openshift.io/v1 ¶ Kind: MachineConfig ¶ Name: 00-worker ¶ API Version: machineconfiguration.openshift.io/v1 ¶ Kind: MachineConfig ¶ Name: 01-worker-container-runtime ¶ API Version: machineconfiguration.openshift.io/v1 ¶ Kind: MachineConfig ¶ Name: 01-worker-kubelet ¶ API Version: machineconfiguration.openshift.io/v1 ¶ Kind: MachineConfig ¶ Name: 51-worker-rh-registry-trust ¶ API Version: machineconfiguration.openshift.io/v1 ¶ Kind: MachineConfig ¶ Name: 99-worker-92697796-2203-11ea-b48c-fa163e3940e5-registries ¶ API Version: machineconfiguration.openshift.io/v1 ¶ Kind: MachineConfig ¶ Name: 99-worker-ssh ¶ Machine Config Selector: ¶ Match Labels: ¶ machineconfiguration.openshift.io/role: worker ¶ Node Selector: ¶ Match Labels: ¶ node-role.kubernetes.io/worker: ¶ Paused: false ¶ Status: ¶ Conditions: ¶ Last Transition Time: 2019-12-19T02:03:27Z ¶ Message: ¶ Reason: ¶ Status: False ¶ Type: RenderDegraded ¶ Last Transition Time: 2019-12-19T02:03:43Z ¶ Message: ¶ Reason: ¶ Status: False ¶ Type: NodeDegraded ¶ Last Transition Time: 2019-12-19T02:03:43Z ¶ Message: ¶ Reason: ¶ Status: False ¶ Type: Degraded ¶ Last Transition Time: 2019-12-19T02:28:23Z ¶ Message: ¶ Reason: ¶ Status: False ¶ Type: Updated ¶ Last Transition Time: 2019-12-19T02:28:23Z ¶ Message: All nodes are updating to rendered-worker- ¶ f6819366eb455a401c42f8d96ab25c02 ¶ Reason: ¶ Status: True ¶ Type: Updating ¶ Configuration: ¶ Name: rendered-worker-d9b3f4ffcfd65c30dcf591a0e8cf9b2e ¶ Source: ¶ API Version: machineconfiguration.openshift.io/v1 ¶ Kind: MachineConfig ¶ Name: 00-worker ¶ API Version: machineconfiguration.openshift.io/v1 ¶ Kind: MachineConfig ¶ Name: 01-worker-container-runtime ¶ API Version: machineconfiguration.openshift.io/v1 ¶ Kind: MachineConfig ¶ Name: 01-worker-kubelet ¶ Name: 99-worker-92697796-2203-11ea-b48c-fa163e3940e5-registries ¶ Name: 99-worker-ssh ¶ Degraded Machine Count: 0 ¶ Machine Count: 1 ¶ Observed Generation: 3 ¶ Ready Machine Count: 0 ¶ Unavailable Machine Count: 1 ¶ Updated Machine Count: 0 ¶ Events: <none> ¶ 2. Run the oc describe command again: $ oc describe machineconfigpool/worker ¶ Example output after the worker is updated ¶ Last Transition Time: 2019-12-19T04:53:09Z ¶ Message: All nodes are updated with rendered-worker- ¶ f6819366eb455a401c42f8d96ab25c02 ¶ Reason: ¶ Status: True ¶ Type: Updated ¶ Last Transition Time: 2019-12-19T04:53:09Z ¶ Message: ¶ Reason: ¶ Status: False ¶ Type: Updating ¶ Configuration: ¶ Name: rendered-worker-f6819366eb455a401c42f8d96ab25c02 ¶ Source: ¶ Name: 00-worker ¶ Name: 01-worker-container-runtime ¶ Name: 01-worker-kubelet ¶ Name: 51-worker-rh-registry-trust ¶ Name: 99-worker-92697796-2203-11ea-b48c-fa163e3940e5-registries ¶ Name: 99-worker-ssh ¶ Degraded Machine Count: 0 ¶ Machine Count: 3 ¶ Observed Generation: 4 ¶ Ready Machine Count: 3 ¶ Unavailable Machine Count: 0 ¶ Updated Machine Count: 3 ¶ The Observed Generation parameter shows an increased count based on the generation of the controller-produced configuration. This controller updates this value even if it fails to process the specification and generate a revision. The Configuration Source value points to the 51-worker-rh-registry-trust configuration. ¶ 3. Confirm that the policy.json file exists with the following command: ¶ $ oc debug node/<node> -- chroot /host cat /etc/containers/policy.json ¶ Starting pod/<node>-debug ... To use host binaries, run `chroot /host` ¶ ""default"": [ ""type"": ""insecureAcceptAnything"" ¶ ""transports"": { ¶ ""docker"": { ""registry.access.redhat.com"": [ ""type"": ""signedBy"", ""keyType"": ""GPGKeys"", ""keyPath"": ""/etc/pki/rpm-gpg/RPM-GPG-KEY-redhat-release"" ""registry.redhat.io"": [ ""type"": ""signedBy"", ""keyType"": ""GPGKeys"", ""keyPath"": ""/etc/pki/rpm-gpg/RPM-GPG-KEY-redhat-release"" ¶ ""docker-daemon"": { ¶ """": [ ""type"": ""insecureAcceptAnything"" ¶ 4. Confirm that the registry.redhat.io.yaml file exists with the following command: ¶ $ oc debug node/<node> -- chroot /host cat /etc/containers/registries.d/registry.redhat.io.yaml ¶ Starting pod/<node>-debug ... To use host binaries, run `chroot /host` docker: ¶ registry.redhat.io: sigstore: https://registry.redhat.io/containers/sigstore ¶ 5. Confirm that the registry.access.redhat.com.yaml file exists with the following command: ¶ $ oc debug node/<node> -- chroot /host cat /etc/containers/registries.d/registry.access.redhat.com.yaml ¶ Starting pod/<node>-debug ... To use host binaries, run `chroot /host` docker: ¶ registry.access.redhat.com: sigstore: https://access.redhat.com/webassets/docker/content/sigstore ¶ 2.4.3. Understanding the verification of container images lacking verifiable signatures ¶ Each OpenShift Container Platform release image is immutable and signed with a Red Hat production key. During an OpenShift Container Platform update or installation, a release image might deploy container images that do not have verifiable signatures. Each signed release image digest is immutable. Each reference in the release image is to the immutable digest of another image, so the contents can be trusted transitively. In other words, the signature on the release image validates all release contents. ¶ For example, the image references lacking a verifiable signature are contained in the signed OpenShift Container Platform release image: ¶ Example release info output ¶ $ oc adm release info quay.io/openshift-release-dev/ocp- release@sha256:2309578b68c5666dad62aed696f1f9d778ae1a089ee461060ba7b9514b7ca417 -o pullspec 1 quay.io/openshift-release-dev/ocp-v4.0-art- dev@sha256:9aafb914d5d7d0dec4edd800d02f811d7383a7d49e500af548eab5d00c1bffdb 2 ¶ 1 Signed release image SHA. ¶ 2 Container image lacking a verifiable signature included in the release. ¶ 2.4.3.1. Automated verification during updates Verification of signatures is automatic. The OpenShift Cluster Version Operator (CVO) verifies signatures on the release images during an OpenShift Container Platform update. This is an internal process. An OpenShift Container Platform installation or update fails if the automated verification fails. Verification of signatures can also be done manually using the skopeo command-line utility. ¶ Introduction to OpenShift Updates ¶ 2.4.3.2. Using skopeo to verify signatures of Red Hat container images You can verify the signatures for container images included in an OpenShift Container Platform release image by pulling those signatures from OCP release mirror site . Because the signatures on the mirror site are not in a format readily understood by Podman or CRI-O, you can use the skopeo standalone- verify command to verify that the your release images are signed by Red Hat. ¶ You have installed the skopeo command-line utility. ¶ 1. Get the full SHA for your release by running the following command: ¶ $ oc adm release info <release_version> \ 1 ¶ 1 Substitute <release_version> with your release number, for example, 4.14.3. ¶ Example output snippet Pull From: quay.io/openshift-release-dev/ocp- release@sha256:e73ab4b33a9c3ff00c9f800a38d69853ca0c4dfa5a88e3df331f66df8f18ec55 ¶ 2. Pull down the Red Hat release key by running the following command: $ curl -o pub.key https://access.redhat.com/security/data/fd431d51.txt ¶ 3. Get the signature file for the specific release that you want to verify by running the following $ curl -o signature-1 https://mirror.openshift.com/pub/openshift-v4/signatures/openshift- release-dev/ocp-release/sha256=<sha_from_version>/signature-1 \ 1 ¶ 1 Replace <sha_from_version> with SHA value from the full link to the mirror site that matches the SHA of your release. For example, the link to the signature for the 4.12.23 ¶ 4. Get the manifest for the release image by running the following command: $ skopeo inspect --raw docker://<quay_link_to_release> > manifest.json \ 1 ¶ 1 Replace <quay_link_to_release> with the output of the oc adm release info command. For example, quay.io/openshift-release-dev/ocp- release@sha256:e73ab4b33a9c3ff00c9f800a38d69853ca0c4dfa5a88e3df331f66df8f18 ec55. ¶ 5. Use skopeo to verify the signature: $ skopeo standalone-verify manifest.json quay.io/openshift-release-dev/ocp-release: <release_number>-<arch> any signature-1 --public-key-file pub.key ¶ <release_number> ¶ Specifies the release number, for example 4.14.3. <arch> ¶ Specifies the architecture, for example x86_64. ¶ Signature verified using fingerprint 567E347AD0044ADE55BA8A5F199E2F91FD431D51, digest sha256:e73ab4b33a9c3ff00c9f800a38d69853ca0c4dfa5a88e3df331f66df8f18ec55","",""
"CONTAINER SECURITY > CONTAINER IMAGE SIGNATURES","2.4.4","Additional resources","Machine Config Overview","",""
"CONTAINER SECURITY > UNDERSTANDING COMPLIANCE","2.5.1","Understanding compliance and risk management","FIPS compliance is one of the most critical components required in highly secure environments, to ensure that only supported cryptographic technologies are allowed on nodes. ¶ To enable FIPS mode for your cluster, you must run the installation program from a Red Hat Enterprise Linux (RHEL) computer configured to operate in FIPS mode. For more information about configuring FIPS mode on RHEL, see Switching RHEL to FIPS mode. ¶ When running Red Hat Enterprise Linux (RHEL) or Red Hat Enterprise Linux CoreOS (RHCOS) booted in FIPS mode, OpenShift Container Platform core components use the RHEL cryptographic libraries that have been submitted to NIST for FIPS 140-2/140-3 Validation on only the x86_64, ppc64le, and s390x architectures. ¶ To understand Red Hat's view of OpenShift Container Platform compliance frameworks, refer to the Risk Management and Regulatory Readiness chapter of the OpenShift Security Guide Book . ¶ Installing a cluster in FIPS mode","",""
"CONTAINER SECURITY > SECURING CONTAINER CONTENT","2.6.1","Securing inside the container","Applications and infrastructures are composed of readily available components, many of which are open source packages such as, the Linux operating system, JBoss Web Server, PostgreSQL, and Node.js. ¶ Containerized versions of these packages are also available. However, you need to know where the packages originally came from, what versions are used, who built them, and whether there is any malicious code inside them. ¶ Some questions to answer include: ¶ Will what is inside the containers compromise your infrastructure? ¶ Are there known vulnerabilities in the application layer? ¶ Are the runtime and operating system layers current? ¶ By building your containers from Red Hat Universal Base Images (UBI) you are assured of a foundation for your container images that consists of the same RPM-packaged software that is included in Red Hat Enterprise Linux. No subscriptions are required to either use or redistribute UBI images. ¶ To assure ongoing security of the containers themselves, security scanning features, used directly from RHEL or added to OpenShift Container Platform, can alert you when an image you are using has vulnerabilities. OpenSCAP image scanning is available in RHEL and the Red Hat Quay Container Security Operator can be added to check container images used in OpenShift Container Platform.","",""
