"Group","ID","Item","Guidance","Done","Notes"
"HARDENING ANSIBLE AUTOMATION PLATFORM","2.1.3.3","Protecting sensitive data with no_log","If you save Ansible output to a log, you expose any secret data in your Ansible output, such as passwords and usernames. To keep sensitive values out of your logs, mark tasks that expose them with the no_log: True attribute. However, the no_log attribute does not affect debugging output, so be careful not to debug playbooks in a production environment.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > User authentication planning","2.1.4.1","Infrastructure server account planning","For user accounts on the RHEL servers that run Ansible Automation Platform services, follow your organizational policies to determine if individual user accounts should be local or should use an external authentication source. Only users who have a valid need to perform maintenance tasks on the Ansible Automation Platform components themselves should be granted access to the underlying RHEL servers, as the servers store configuration files that contain sensitive information, such as encryption keys and service passwords. Because these individuals must have privileged access to maintain Ansible Automation Platform services, minimizing access to the underlying RHEL servers is critical. Do not grant sudo access to the root account or local Ansible Automation Platform service accounts (awx, pulp, postgres) to untrusted users. ¶ Some local service accounts are created and managed by the RPM-based installation program. These particular accounts on the underlying RHEL hosts cannot come from an external authentication source. ¶ 2.1.4.2. Ansible Automation Platform account planning Ansible Automation Platform user accounts for accessing the user interface or API can either be local (stored in the Ansible Automation Platform database) or mapped to an external authentication source, such as a Lightweight Directory Access Protocol (LDAP) server. This guide recommends that where possible, all primary user accounts should be mapped to an external authentication source. Using external account sources eliminates a source of error when working with permissions in this context and minimizes the amount of time devoted to maintaining a full set of users exclusively within Ansible Automation Platform. This includes accounts assigned to individual persons as well as for non-person entities, such as service accounts used for external application integration. Reserve any local accounts, such as the default ""admin"" account, for emergency access or ""break glass"" scenarios where the external authentication mechanism isn't available. ¶ LDAP ¶ SAML ¶ TACACS+ ¶ Radius ¶ Azure Active Directory ¶ Google OAuth ¶ Generic OIDC ¶ Keycloak ¶ GitHub ¶ GitHub Organization ¶ GitHub team ¶ GitHub enterprise ¶ GitHub enterprise organization ¶ GitHub enterprise team ¶ Choose an authentication mechanism that adheres to your organization's authentication policies and refer to Access management and authentication to understand the prerequisites for the relevant authentication mechanism. The authentication mechanism used must ensure that the authentication- related traffic between Ansible Automation Platform and the authentication back-end is encrypted when the traffic occurs on a public or non-secure network (for example, LDAPS or LDAP over TLS, HTTPS for OAuth2 and SAML providers, etc.). ¶ In the Ansible Automation Platform UI, any ""system administrator"" account can edit, change, and update any inventory or automation definition. Restrict these account privileges to the minimum set of users possible for low-level automation controller configuration and disaster recovery. ¶ Ansible Automation Platform 2.5 introduces a new central authentication mechanism used by all of the platform components: ¶ Automation controller ¶ Private automation hub ¶ Event-Driven Ansible controller ¶ Before 2.5, each of these components had their own authentication configuration.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM","2.1.5","Logging and log capture","Visibility and analytics is an important pillar of Enterprise Security and Zero Trust Architecture. Logging is key to capturing actions and auditing. You can manage logging and auditing by using the built-in audit support described in the Auditing the system section of the Security hardening for Red Hat Enterprise Linux guide. Ansible Automation Platform's built-in logging and activity stream logs all change within Red Hat Ansible Automation Platform and automation logs for auditing purposes. More detailed information is available in the Logging and Aggregation section of Configuring automation execution. ¶ This guide recommends that you configure Ansible Automation Platform and the underlying Red Hat Enterprise Linux systems to collect logging and auditing centrally, rather than reviewing it on the local system. Ansible Automation Platform must be configured to use external logging to compile log records from multiple components within the Ansible Automation Platform server. The events occurring must be time-correlated to conduct accurate forensic analysis. This means that the Ansible Automation Platform server must be configured with an NTP server that is also used by the logging aggregator service, as well as the targets of Ansible Automation Platform. The correlation must meet certain industry tolerance requirements. In other words, there might be a varying requirement that time stamps of different logged events must not differ by any amount greater than x seconds. This capability should be available in the external logging service. ¶ Another critical capability of logging is the ability to use cryptography to protect the integrity of log tools. Log data includes all information (for example, log records, log settings, and log reports) needed to successfully log information system activity. It is common for attackers to replace the log tools or inject code into the existing tools to hide or erase system activity from the logs. To address this risk, log tools must be cryptographically signed so that you can identify when the log tools have been modified, manipulated, or replaced. For example, one way to validate that the log tool(s) have not been modified, manipulated or replaced is to use a checksum hash against the tool file(s). This ensures the integrity of the tool(s) has not been compromised.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM","2.1.6","Auditing and incident detection","Ansible Automation Platform should be used to fulfill security policy requirements by applying the NIST Cybersecurity Framework for common use cases, such as: ¶ Requiring HTTPS for web servers on Red Hat Enterprise Linux. ¶ Requiring TLS encryption for internal communication between web servers and database servers on Red Hat Enterprise Linux. ¶ Generating reports showing that the policy is properly deployed. ¶ Monitoring for drift that violates the policy. ¶ Automating correction of any policy violation. ¶ This can be done through 5 steps of the cybersecurity framework: ¶ IDENTIFY Define the requirements to be implemented according to the security policy. ¶ PROTECT Implement and apply the requirements as an Ansible Playbook. ¶ DETECT Monitor for drift and generate an audit report. ¶ RESPOND Explore actions that could be taken when an incident is detected. ¶ RECOVER Use Ansible to restore the systems to the known good configuration.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > Red Hat Enterprise Linux host planning","2.1.7.1","Ansible Automation Platform and additional software","When installing the Ansible Automation Platform components on Red Hat Enterprise Linux servers, the Red Hat Enterprise Linux servers should be dedicated to that use alone. Additional server capabilities must not be installed in addition to Ansible Automation Platform, as this is an unsupported configuration and might affect the security and performance of the Ansible Automation Platform software. ¶ Similarly, when Ansible Automation Platform is deployed on a Red Hat Enterprise Linux host, it installs software like the nginx web server, the Pulp software repository, and the PostgreSQL database server (unless a user-provided external database is used). This software should not be modified or used in a more generic fashion (for example, do not use nginx to serve additional website content or PostgreSQL to host additional databases) as this is an unsupported configuration and might affect the security and performance of Ansible Automation Platform. The configuration of this software is managed by the Ansible Automation Platform installation program, and any manual changes might be undone when performing upgrades.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > INSTALLATION","2.2.1","Install from a dedicated installation host","The Ansible Automation Platform installation program can be run from one of the infrastructure servers, ¶ The Ansible Automation Platform installation program can be run from one of the infrastructure servers, such as an automation controller, or from an external system that has SSH access to the Ansible Automation Platform infrastructure servers. The Ansible Automation Platform installation program is also used not just for installation, but for subsequent day-two operations, such as backup and restore, as well as upgrades. This guide recommends performing installation and day-two operations from a dedicated external server, hereafter referred to as the installation host. Doing so eliminates the need to log in to one of the infrastructure servers to run these functions. The installation host must only be used for management of Ansible Automation Platform and must not run any other services or software. ¶ The installation host must be a Red Hat Enterprise Linux server that has been installed and configured in accordance with Security hardening for Red Hat Enterprise Linux and any security profile requirements relevant to your organization (CIS, STIG, and so on). Obtain the Ansible Automation Platform installer as described in the Planning your installation, and create the installer inventory file as described in the Editing the Red Hat Ansible Automation Platform installer inventory file . This inventory file is used for upgrades, adding infrastructure components, and day-two operations by the installation program, so preserve the file after installation for future operational use. ¶ Access to the installation host must be restricted only to those personnel who are responsible for managing the Ansible Automation Platform infrastructure. Over time, it will contain sensitive information, such as the installation inventory (which contains the initial login credentials for Ansible Automation Platform), copies of user-provided PKI keys and certificates, backup files, and so on. The installation host must also be used for logging in to the Ansible Automation Platform infrastructure servers through SSH when necessary for infrastructure management and maintenance.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > INSTALLATION","2.2.2","Security-relevant variables in the installation inventory","The installation inventory file defines the architecture of the Ansible Automation Platform infrastructure and provides a number of variables that can be used to modify the initial configuration of the infrastructure components. For more information on the installer inventory, see About the installer inventory file. ¶ The following table lists a number of security-relevant variables and their recommended values for an RPM-based deployment. ¶ RPM deployment variable Recommended Value Details ¶ postgres_use_ssl true The installation program configures the installer-managed Postgres database to accept SSL-based connections when this variable is set. ¶ The default for this variable is false which means SSL/TLS is not used for PostgreSQL connections. ¶ When set to true, the platform connects to PostgreSQL by using SSL/TLS. ¶ RPM deployment variable Recommended Value Details ¶ pg_sslmode verify-full These variables control mutual automation_gateway_pg_ssl TLS (mTLS) authentication to the mode database. By default, when each automationhub_pg_sslmode service connects to the database, automationcontroller_pg_ssl it tries an encrypted connection, mode but it is not enforced. ¶ Setting this variable to verify-full enforces an mTLS negotiation between the service and the database. The postgres_use_ssl variable must also be set to true for this pg_sslmode to be effective. ¶ NOTE: If a third-party database is used instead of the installer- managed database, the third- party database must be set up independently to accept mTLS connections. ¶ nginx_disable_hsts false If set to true, these variables disable HTTPS strict transport automation_gateway_disable Security (HSTS) connections to each of the component web _hsts services. ¶ automationhub_disable_hsts The default is false. If these variables are absent from the automationcontroller_disabl installer inventory it is effectively equivalent to defining the e_hsts variables as false. ¶ The following table lists a number of security-relevant variables and their recommended values for a container-based deployment. ¶ Container deployment variable Recommended Value Details ¶ Container deployment variable Recommended Value Details postgresql_disable_tls false If set to true, this variable disables controller_pg_sslmode verify-full TLS connections to the installer- gateway_pg_sslmode managed PostgreSQL database. hub_pg_sslmode eda_pg_sslmode The default is false ¶ controller_nginx_disable_htt false If this variable is absent from the ps installer inventory, it is effectively gateway_nginx_disable_http equivalent to defining the variable s hub_nginx_disable_https as false. da_nginx_disable_https These variables control mutual TLS (mTLS) authentication to the database. ¶ By default, when each service connects to the database, it tries an encrypted connection, but it is not enforced. Setting this variable to verify-full enforces an mTLS negotiation between the service and the database. ¶ If a third-party database is used instead of the installer- managed database, the third-party database must be set up independently to accept mTLS connections. ¶ If set to true, these variables disable HTTPS connections to each of the component web services. ¶ The default is false. ¶ If these variables are absent from the installer inventory, it is effectively equivalent to defining the variables as false. ¶ Container deployment variable Recommended Value Details ¶ controller_nginx_disable_hst false If set to 'true', these variables s disable HTTPS Strict Transport gateway_nginx_disable_hsts Security (HSTS) connections to hub_nginx_disable_hsts each of the component web eda_nginx_disable_hsts services. ¶ The default is false. ¶ If these variables are absent from the installer inventory it is effectively equivalent to defining the variables as false. ¶ In an enterprise architecture where a load balancer is used in front of multiple platform gateways, SSL client connections can be terminated at the load balancer or passed through to the individual AAP servers. If SSL is being terminated at the load balancer, this guide recommends that the traffic gets re- encrypted from the load balancer to the individual Ansible Automation Platform servers. This ensures that end-to-end encryption is in use. In this scenario, the *_disable_https variables listed are set to the ¶ default value of false.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > INSTALLATION","2.2.3","Installing with user-provided PKI certificates","By default, Ansible Automation Platform creates self-signed Public Key Infrastructure (PKI) certificates for the infrastructure components of the platform. Where an existing PKI infrastructure is available, certificates must be generated for the automation controller, private automation hub, Event-Driven Ansible controller, and the postgres database server. Copy the certificate files and their relevant key files to the installation program directory, along with the CA certificate used to verify the certificates. ¶ Use the following inventory variables to configure the infrastructure components with the new certificates. ¶ RPM Variable Containerized Variable Details ¶ custom_ca_cert custom_ca_cert The path to the custom CA certificate file. ¶ If set, this will install a custom CA certificate to the system truststore. ¶ web_server_ssl_cert controller_tls_cert The file name of the automation controller PKI certificate located in the installer directory. ¶ web_server_ssl_key controller_tls_key The file name of the automation controller PKI key located in the installation program directory. ¶ automationhub_ssl_cert hub_tls_cert The file name of the private automation hub PKI certificate located in the installation program directory. ¶ automationhub_ssl_key hub_tls_key The file name of the private automation hub PKI key located in postgres_ssl_cert postgresql_tls_cert the installation program directory. ¶ postgres_ssl_key postgresql_tls_key The file name of the database server PKI certificate located in automationedacontroller_ssl eda_tls_cert the installation program directory. _cert This variable is only needed for the installer-managed database automationedacontroller_ssl eda_tls_key server, not if a third-party _key database is used. ¶ gateway_tls_cert The file name of the database server PKI key located in the gateway_tls_key installation program directory. This variable is only needed for the installer-managed database server, not if a third-party database is used. ¶ The file name of the Event-Driven Ansible controller PKI certificate located in the installation program directory. ¶ The file name of the Event-Driven Ansible controller PKI key located in the installation program directory. ¶ The filename of the platform gateway PKI certificate located in the installation program directory. ¶ The file name of the platform gateway PKI key located in the installation program directory. ¶ When multiple platform gateways are deployed with a load balancer, gateway_tls_cert and gateway_tls_key are shared by each platform gateway. To prevent hostname mismatches, the certificate's Common Name (CN) must match the DNS FQDN used by the load balancer. If your organizational policies require unique certificates for each service, each certificate requires a Subject Alt Name (SAN) that matches the DNS FQDN used for the load-balanced service. To install unique certificates and keys on each platform gateway, the certificate and key variables in the installation inventory file must be defined as per-host variables instead of in the [all:vars] section. For example: ¶ [automationgateway] gateway0.example.com gateway_tls_cert=/path/to/cert0 gateway_tls_key=/path/to/key0 gateway1.example.com gateway_tls_cert=/path/to/cert1 gateway_tls_key=/path/to/key1 ¶ [automationcontroller] controller0.example.com web_server_ssl_cert=/path/to/cert0 web_server_ssl_key=/path/to/key0 controller1.example.com web_server_ssl_cert=/path/to/cert1 web_server_ssl_key=/path/to/key1 controller2.example.com web_server_ssl_cert=/path/to/cert2 web_server_ssl_key=/path/to/key2 ¶ [automationhub] hub0.example.com automationhub_ssl_cert=/path/to/cert0 automationhub_ssl_key=/path/to/key0 hub1.example.com automationhub_ssl_cert=/path/to/cert1 automationhub_ssl_key=/path/to/key1 hub2.example.com automationhub_ssl_cert=/path/to/cert2 automationhub_ssl_key=/path/to/key2","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > INSTALLATION","2.2.4","Securing sensitive variables with ansible vault","The installation inventory file for Ansible Automation Platform contains a number of sensitive variables, such as default administrative and database passwords. By default, these are stored in plain text. By securing sensitive values with Ansible Vault, both RPM-based and containerized Ansible Automation Platform installations benefit from improved security, password hygiene, and maintainability. ¶ To create an Ansible vault file, use the following procedure: ¶ 1. Navigate to the install directory by using the following command: cd /path/to/ansible-automation-platform-setup-bundle-2.5-<version> ¶ 2. Create a vault file by using the following command: ansible-vault create vault.yml ¶ 3. When prompted, enter a vault password This password is required to access or modify the vault and is required for day-two operations such as backups and reconfigurations. ¶ IMPORTANT Passwords with special characters must be in double quotes. ¶ 4. Store the vault password securely, in accordance with your organizations security policy, for example, using a password manager or vault service. ¶ 5. Add your sensitive variables to the vault and ensure they are not also defined in the inventory file. ¶ To edit your vault file use: ¶ ansible-vault edit <file> ¶ 2.2.4.1. Using an external vault file with an RPM-based Ansible Automation Platform deployment For RPM-based installations, you can provide the Ansible vault at runtime when executing the setup script. ¶ Add the following sensitive variables to the vault file: ¶ admin_password: <secure_password> pg_password: <secure_password> automationgateway_admin_password: <secure_password> automationgateway_pg_password: <secure_password> automationhub_admin_password: <secure_password> automationhub_pg_password: <secure_password> automationedacontroller_admin_password: <secure_password> automationedacontroller_pg_password: <secure_password> ¶ In the case of a connected installation: ¶ registry_password: <secure_cdn_password> ¶ To use the vault during installation, use the following procedure: ¶ 1. Ensure the vault file, for example, vault.yml, contains all required sensitive variables. ¶ 2. Run the installation using the following command: ./setup.sh -e @vault.yml -ask-vault-pass ¶ Using this procedure ensures that the installer reads encrypted variables from the vault and prompts for the vault password. ¶ 2.2.4.2. Using an external vault file with a containerized installation For containerized installations of Ansible Automation Platform, use the provided automation execution playbook with the external vault file. ¶ Add the following sensitive variables to the vault file: ¶ postgresql_admin_password: <secure_password> gateway_admin_password: <secure_password> gateway_pg_password: <secure_password> controller_admin_password: <secure_password> controller_pg_password: <secure_password> hub_admin_password: <secure_password>c hub_pg_password: <secure_password> eda_admin_password: <secure_password> eda_pg_password: <secure_password> ¶ In the case of a connected installation: ¶ registry_password: <secure_cdn_password> ¶ To use the new Ansible vault with the installation program, use the following procedure: ¶ 1. Ensure your vault file, for example, vault.yml, contains all required sensitive variables. ¶ 2. Run the container installer using the following command: ¶ ansible-playbook ansible.containerized_installer.install -e @vault.yml -ask-become-pass. ¶ Ensure that the vault file is located in the working directory, or provide the full path. Do not duplicate the encrypted variables in the plaintext inventory file.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > INSTALLATION > Compliance profile considerations","2.2.5.1","Fapolicyd","A compliance policy might require the fapolicyd daemon to be running. However, Ansible Automation Platform is not currently supported when fapolicyd is enforcing policy, as this causes failures during both installation and operation of Ansible Automation Platform. Because of this, the installation program runs a pre-flight check that halts installation if it discovers that fapolicyd is enforcing policy. This guide recommends setting fapolicyd to permissive mode on Ansible Automation Platform using the following steps: ¶ 1. Edit the file /etc/fapolicyd/fapolicyd.conf and set ""permissive = 1"". ¶ 2. Restart the service with the command sudo systemctl restart fapolicyd.service ¶ If this security control is also applied to the installation host, the default fapolicyd configuration causes the Ansible Automation Platform installation program to fail. In this case, the recommendation is to set fapolicyd to permissive mode on the installation host.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > INSTALLATION > Compliance profile considerations","2.2.5.2","File systems mounted with ""noexec""","A compliance profile might require that certain file systems are mounted with the noexec option to prevent execution of binaries located in these file systems. The Ansible Automation Platform RPM- based installation program runs a preflight check that fails if any of the following file systems are mounted with the noexec option: ¶ /tmp ¶ /var ¶ /var/tmp ¶ To install Ansible Automation Platform, you must re-mount these file systems with the noexec option removed. When installation is complete, proceed with the following steps: ¶ 1. Reapply the noexec option to the /tmp and /var/tmp file systems. ¶ 2. Change the automation controller job execution path from /tmp to an alternate directory that does not have the noexec option enabled. ¶ 3. To make this change, log in to the automation controller UI as an administrator, navigate to Settings and select Jobs settings. ¶ 4. Change the ""Job execution path"" setting to the alternate directory. ¶ During normal operations, the file system which contains the /var/lib/awx subdirectory (typically /var) must not be mounted with the noexec option, or the automation controller cannot run automation jobs in execution environments. ¶ In environments where STIG controls are routinely audited, discuss waiving the STIG controls related to file system noexec with your security auditor.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > INSTALLATION > Compliance profile considerations","2.2.5.3","User namespaces","A compliance profile might require that the kernel setting user.max_user_namespaces is set to ""0"", to prevent the launch of Linux containers. The DISA STIG, for example, specifically requires this control but only if Linux containers are not required. Because Ansible Automation Platform can be installed and operated in containers and also uses containers as part of its execution environment capability, Linux containers are required and this control must be disabled. ¶ To check the user.max_user_namespaces kernel setting, complete the following steps on each Ansible Automation Platform component in the installation inventory: ¶ 1. Log in to your automation controller at the command line. ¶ 2. Run the command sudo sysctl user.max_user_namespaces. ¶ 3. If the output indicates that the value is zero, look at the contents of the file /etc/sysctl.conf and all files under /etc/sysctl.d/, edit the file containing the user.max_user_namespaces setting, and set the value to ""65535"". ¶ 4. To apply this new value, run the command sudo sysctl -p <file>, where <file> is the file just modified. ¶ 5. Re-run the command sudo sysctl user.max_user_namespaces and verify that the value is now set to ""65535"".","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > INSTALLATION > Compliance profile considerations","2.2.5.4","Interactive session timeout","A compliance profile might require that an interactive session timeout be enforced. For example, the DISA STIG requires that all users be automatically logged out after 15 minutes of inactivity. The installation process often requires an hour or more to complete, and this control can stop the installation process and log out the user before installation is complete. The same also applies to day two operations such as backup and restore, which in production environments often take longer than the recommended interactive session timeout. During these operations, increase the interactive session timeout to ensure the operation is successful. ¶ There are multiple ways in which this control can be enforced, including shell timeout variables, setting the idle session timeout for systemd-logind, or setting SSH connection timeouts, and different compliance profiles can use one or more of these methods. The one that most often interrupts the ¶ installation and day two operations is the idle session timeout for systemd-logind, which was introduced in the DISA STIG version V2R1 (Red Hat Enterprise Linux 8) and V2R2 (Red Hat Enterprise Linux 9). To increase the idle session timeout for systemd-logind, as the root user: ¶ Edit the file /etc/systemd/logind.conf. ¶ If the StopIdleSessionSec setting is set to zero, no change is needed. ¶ If the StopIdleSessionSec setting is non-zero, this indicates that the session will be terminated after that number of seconds. Change StopIdleSessionSec=7200 to increase the timeout, then run systemctl restart systemd-logind to apply the change. ¶ Log out of the interactive session entirely and log back in to ensure the new setting applies to the current login session. ¶ This change only needs to be made on the installation host, or if an installation host is not used, the host where the Ansible Automation Platform installation program is run. ¶ 2.2.5.5. Sudo and NOPASSWD A compliance profile might require that all users with sudo privileges must provide a password (that is, the NOPASSWD directive must not be used in a sudoers file). The Ansible Automation Platform installation program runs many tasks as a privileged user, and by default expects to be able to elevate privileges without a password. To provide a password to the installation program for elevating privileges, append the following options when launching the RPM installer script: ¶ ./setup.sh <setup options> --ask-become-pass. ¶ For the container-based installation program: ¶ ansible-playbook ansible.containerized_installer.install --ask-become-pass ¶ When the installation program is run, you are prompted for the user's password to elevate privileges. ¶ Using the --ask-become-pass option also applies when running the installation program for day-two operations such as backup and restore.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > INITIAL CONFIGURATION","2.3.1","Use a configuration as code paradigm","The Red Hat Community of Practice has created a set of automation content available through collections to manage Ansible Automation Platform infrastructure and configuration as code. This enables automation of the platform itself through Configuration as Code (CaC). While many of the benefits of this approach are clear, there are security implications to consider. ¶ The following Ansible content collections are available for managing Ansible Automation Platform components using an infrastructure as code methodology, all of which are found on the Ansible Automation Hub: ¶ Validated Collection Collection Purpose ¶ infra.aap_utilities Ansible content for automating day 1 and day 2 operations of Ansible Automation Platform, including installation, backup and restore, certificate management, and more. ¶ infra.aap_configuration A collection of roles to manage the creation of Ansible Automation Platform components, including users and groups (RBAC), projects, job templates and workflows, credentials, and more. This collection includes functionality from the older infra.controller_configuration, infra.ah_configuration and infra.eda_configuration and should be used in their place with Ansible Automation Platform 2.5. ¶ infra.ee_utilities A collection of roles for creating and managing execution environment images, or migrating from the older Tower virtualenvs to execution environments. ¶ Many organizations use CI/CD platforms to configure pipelines or other methods to manage this type of infrastructure. However, using Ansible Automation Platform natively, a webhook can be configured to link a Git-based repository natively. In this way, Ansible can respond to Git events to trigger Job Templates directly. This removes the need for external CI components from this overall process and thus reduces the attack surface. ¶ These practices enable version control of all infrastructure and configuration. Apply Git best practices to ¶ These practices enable version control of all infrastructure and configuration. Apply Git best practices to ensure proper code quality inspection before being synchronized into Ansible Automation Platform. Relevant Git best practices include the following: ¶ Creating pull requests. ¶ Ensuring that inspection tools are in place. ¶ Ensuring that no plain text secrets are committed. ¶ Ensuring that pre-commit hooks and any other policies are followed. ¶ CaC also encourages using external vault systems which removes the need to store any sensitive data in the repository, or deal with having to individually vault files as needed. This is particularly important when storing Ansible Automation Platform configuration in a source code repository, as automation controller credentials and Event-Driven Ansible credentials must be provided to the collection variables in plain text which should not be committed to a source repository. For more information on using external vault systems, see the External credential vault considerations section in this guide.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > INITIAL CONFIGURATION > Configure centralized logging","2.3.2.2","Configuring LDAP logging","The following steps enable the LDAP logging: ¶ To enable logging for LDAP, use the following procedure. ¶ 1. Edit the gateway settings file: ¶ a. On Ansible Automation Platform2.5 Containerized, the file is ~/aap/gateway/etc/settings.py (as the user running the platform gateway container). ¶ b. On Ansible Automation Platform2.5 RPM-based, the file is /etc/ansible-automation- platform/gateway/settings.py. ¶ (...) CACHES['fallback']['LOCATION'] = '/var/cache/ansible-automation-platform/gateway' ¶ LOGGING['loggers']['aap']['level'] = 'INFO' ###### add this line LOGGING['loggers']['ansible_base']['level'] = 'INFO' LOGGING['loggers']['django_auth_ldap']['level'] = 'DEBUG' ¶ (...) ¶ 2. Restart the platform gateway service or container: ¶ a. On Ansible Automation Platform2.5 Containerized, restart the platform gateway service so that it restarts the platform gateway container: ¶ Ensure that you run systemctl with the `--user` flag as follows: + $ systemctl --user restart automation-gateway ¶ b. On Ansible Automation Platform2.5 RPM-based, use the automation-gateway-service command: # automation-gateway-service restart","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > INITIAL CONFIGURATION > Configure centralized logging","2.3.2.3","Implementing security control","Some of the following examples of meeting compliance requirements come from the US DoD Security Technical Implementation Guide, but go back to integrity and security best practices. ¶ Automation controller must use external log providers that can collect user activity logs in independent, protected repositories to prevent modification or repudiation. Automation controller must be configured to use external logging to compile log records from multiple components within the server. The events occurring must be time-correlated in order to conduct accurate forensic analysis. In addition, the correlation must meet certain tolerance criteria. ¶ The following steps implement the security control: ¶ 1. Log in to automation controller as an administrator. ¶ 2. From the navigation panel, select Settings Automation Execution Logging. ¶ 3. On the Logging settings page, click Edit. ¶ 4. Set the following fields: Set Logging Aggregator to Not configured. This is the default. Set Enable External Logging to On. Set Logging Aggregator Level Threshold to DEBUG. Set TCP Connection Timeout to 5 (the default) or to the organizational timeout. Set Enable/disable HTTPS certificate verification to On. ¶ 5. Click Save. ¶ Automation controller must allocate log record storage capacity and shut down by default upon log failure (unless availability is an overriding concern). It is critical that when a system is at risk of failing to process logs, it detects and takes action to mitigate the failure. Log processing failures include software/hardware errors, failures in the log capturing mechanisms, and log storage capacity being reached or exceeded. During a failure, the application server must be configured to shut down unless the application server is part of a high availability system. When availability is an overriding concern, other approved actions in response to a log failure are as follows: ¶ 1. If the failure was caused by the lack of log record storage capacity, the application must continue generating log records if possible (automatically restarting the log service if necessary), overwriting the oldest log records in a first-in-first-out manner. ¶ 2. If log records are sent to a centralized collection server and communication with this server is lost or the server fails, the application must queue log records locally until communication is restored or until the log records are retrieved manually. Upon restoration of the connection to the centralized collection server, action must be taken to synchronize the local log data with the collection server. The following steps implement the security control: ¶ a. Open a web browser and navigate to the logging API, /api/v2/settings/logging/ Ensure that you are authenticated as an automation controller administrator. ¶ b. In the Content section, modify the following values: ¶ LOG_AGGREGATOR_ACTION_MAX_DISK_USAGE_GB = organization-defined requirement for log buffering. ¶ LOG_AGGREGATOR_MAX_DISK_USAGE_PATH = /var/lib/awx ..Click PUT.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > INITIAL CONFIGURATION > Configure centralized logging","2.3.2.4","Implementing security control for each host","Automation controller's log files must be accessible by explicitly defined privilege. A failure of the confidentiality of automation controller log files would enable an attacker to identify key information about the system that they might not otherwise be able to obtain that would enable them to enumerate more information to enable escalation or lateral movement. ¶ To implement the security control, use the following procedure: ¶ 1. As a system administrator for each automation controller host, set the permissions and owner of the automation controller NGINX log directory: ¶ chmod 770 /var/log/nginx ¶ chown nginx:root /var/log/nginx ¶ 2. Set the permissions and owner of the automation controller log directory: ¶ chmod 770 /var/log/tower ¶ chown awx:awx /var/log/tower ¶ 3. Set the permissions and owner of the automation controller supervisor log directory: ¶ chmod 770 /var/log/supervisor/ ¶ chown root:root /var/log/supervisor/ ¶ Automation controller must be configured to fail over to another system in the event of log subsystem failure. Automation controller hosts must be capable of failing over to another automation controller host which can handle application and logging functions upon detection of an application log processing failure. This enables continual operation of the application and logging functions while minimizing the loss of operation for the users and loss of log data. ¶ If automation controller is not in an HA configuration, the administrator must reinstall automation controller.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > INITIAL CONFIGURATION","2.3.3","Implementing security control for system administrators","Automation controller must generate the appropriate log records. Automation controller's web server must log all details related to user sessions in support of troubleshooting, debugging, and forensic analysis. Without a data logging feature, the organization loses an important auditing and analysis tool for event investigations. ¶ Use the following procedure to implement the security control as a System Administrator for each automation controller host: ¶ 1. From the navigation panel, select Settings Automation Execution System. The System Settings page is displayed. ¶ 2. Click Edit. ¶ 3. Set the following: Enable Activity Stream = On ¶ Enable Activity Stream for Inventory Sync= On ¶ Organization Admins Can Manage Users and Teams= On ¶ All Users Visible to Organization Admins= On ¶ 4. Click Save.","",""
"HARDENING ANSIBLE AUTOMATION PLATFORM > INITIAL CONFIGURATION","2.3.4","External credential vault considerations","Secrets management is an essential component of maintaining a secure automation platform. We recommend the following secrets management practices: ¶ Ensure that there are no unauthorized users with access to the system, and ensure that only users who require access are granted it. Automation controller encrypts sensitive information such as passwords and API tokens, but also stores the key to decryption. Authorized users potentially have access to everything. ¶ Use an external system to manage secrets. In cases where credentials need to be updated, an external system can retrieve updated credentials with less complexity than an internal system. External systems for managing secrets include CyberArk, HashiCorp Vault, Microsoft Azure Key ¶ Management, and others. For more information, see the Secret Management System section of Using automation execution.","",""
